RZTR11;87.54
BCRI11;63.02
HGCR11;96;89
MCCI11;83.57
XPCI11;80.61
MFII11;93.98
TGAR11;104.34
BRCR11;47.45
BCFF11;7.64
XPSF11;6.98
BTLG11;96.13
LVBI11;103.36
VILG11;79.36
XPLG11;95.33
HGBS11;201.35
VISC11;101.34
XPML11;104.25
TRXF11;100.83
BBAS3;24.41
BPAC11;31.64
ELET3;35.92
ISAE4;24.10
ORVR3;42.22
CSAN3;12.25
ITSA4;9.63
CSMG3;20.19
SAPR11;26.09
PSSA3;29.04
FIQE3;3.64
TIMS3;15.97
VIVT3;47.44
PETZ3;3.86
SBSP4;88.47
