RZTR11;93.08
XPCA11;8.82
BCRI11;67.5
XPCI11;86
MFII11;102.15
TGAR11;120.64
BRCR11;52.76
VINO11;7.37
BCFF11;8.55
XPSF11;7.79
BTLG11;98.69
LVBI11;113.36
VILG11;91.49
XPLG11;104.36
HGBS11;219.41
VISC11;117.65
XPML11;109.6
TRXF11;102.79
BBAS3;25.51
BPAC11;30.08
ELET3;34.80
ISAE4;24.30
ORVR3;34.80
CSAN3;15.51
ITSA4;9.52
KLBN11;19.55
CSMG3;19.33
SAPR11;25.39
PSSA3;26.68
TIMS3;15.83
VIVT3;41.40
